id;nombre;sexo;trato;circunscripcion;partido;fecha_condicion_plena;fecha_alta;fecha_baja;g_par;fecha_alta_g_par;fecha_baja_g_par;biografia;asiento;gobierno
157;Leal Fernández, Isaura;M;Diputada;Madrid;PSOE;/Date(1692226800000)/;/Date(1691535600000)/;;Socialista;/Date(1693177200000)/;;Divorciada. Un hijo.  Licenciada en Derecho por la Universidad de Valladolid.  Consejería de Obras Públicas y Ordenación del Territorio de la Junta de Castilla y León.  Asesoría Jurídica y Secretaría General de la FEMP.  Secretaria de Función Pública de la Comisión ejecutiva Federal del PSOE.  Diputada Autonómica Asamblea de Madrid.  Portavoz de la Comisión de Control del Ente Público Radio Televisión de Madrid.  Portavoz Adjunta de la Comisión de Vigilancia de Contrataciones.  Vocal de la Comisión de Investigación sobre corrupción política en la Comunidad de Madrid.  Comisionada del Gobierno Frente al Reto Demográfico.  Presidenta de la Comisión de Justicia en la XIV Legislatura   Presidenta de la Comisión de Política Territorial y Función Pública en la XIII Legislatura     Presidenta de la Comisión de Investigación relativa a la utilización ilegal de efectivos, medios y recursos del Ministerio del Interior, con la finalidad de favorecer intereses políticos del PP y de anular pruebas inculpatorias para este partido en casos de corrupción, durante los mandatos de Gobierno del Partido Popular en la XIV Legislatura   Portavoz adjunta y Secretaria General del Grupo Parlamentario Socialista del Congreso en la XIV Legislatura  ;355;0
158;Legarda Uriarte, Mikel;H;Diputado;Araba;EAJ-PNV;/Date(1692226800000)/;/Date(1692140400000)/;;Vasco (EAJ-PNV);/Date(1692313200000)/;;Licenciado en Derecho por la Universidad de Deusto.  Funcionario de Carrera. Letrado de los Servicios Jurídicos Centrales del Gobierno Vasco.  Director de Desarrollo Autonómico y Transferencias del Gobierno Vasco.  Viceconsejero de Seguridad del Gobierno Vasco.  Asesor de Asuntos Constitucionales y Asesor de Asuntos Parlamentarios.;165;0
159;Lima García, Laura María;M;Diputada;S/C Tenerife;PP;/Date(1692226800000)/;/Date(1691449200000)/;;Popular en el Congreso;/Date(1692313200000)/;;Grado en Derecho en la Universidad de la Laguna.   Máster Acceso a la Abogacía en la UNED.   Máster Derecho Urbanístico en la Universidad de la Laguna.   Concejal de Hacienda y Nuevas Tecnologías, 2015-2019.   Sexta Teniente de Alcalde, Concejal de Urbanismo, Industria y Nuevas Tecnologías, 2019-2023. ;50;0
160;Llamazares Domingo, Esther;M;Diputada;Asturias;PP;/Date(1692226800000)/;/Date(1692140400000)/;;Popular en el Congreso;/Date(1692313200000)/;;TS Gestión Comercial y Máster en Administración de Empresas. Experto Universitario en Protocolo. Mediadora Empresarial. Coach Ejecutivo. Empresa Autónomo. Directora de Marketing del Real Oviedo. Directora General del Real Avilés. Gerente Sociedades Tercera Edad.  Portavoz municipal del Grupo Popular (2019-2023) (2023 - 2027). Secretaria General PP Avilés (Asturias).  Presidenta de la AECC en Avilés (2016-2019). Cofrade de la Cofradía del Mal Colesterol Bueno. Miembro del Rotary Club Balagares Comarca Avilés;;0
161;López Álvarez, Patxi;H;Diputado;Bizkaia;PSOE;/Date(1692226800000)/;/Date(1691103600000)/;;Socialista;/Date(1693177200000)/;;"Casado. 
Lehendakari de mayo de 2009 a diciembre de 2012. 
Parlamentario vasco de 1991 a 2014. 
Presidente del Congreso de los Diputados en la XI Legislatura. 
Estudió Ingeniería Industrial en la Universidad del País Vasco. 
Militante del PSOE desde 1977.";323;0
162;López Cano, Ignacio;H;Diputado;Málaga;PSOE;/Date(1692226800000)/;/Date(1691708400000)/;;Socialista;/Date(1693177200000)/;;Licenciado en Derecho.  Máster en Dirección de Empresas.  Máster en Derecho y Gestión del Transporte.  Técnico Jurídico del Consorcio de Transporte Metropolitano de Málaga. Secretario de Política Institucional CER PSOE-Andalucía.  Ex Director E.P.E. Salvamento y Seguridad Marítima.;214;0
163;López Maraver, Ángel;H;Diputado;Guadalajara;VOX;/Date(1692226800000)/;/Date(1691017200000)/;;Vox;/Date(1692313200000)/;;Una hija.  Licenciado en Comunicación Audiovisual.  Licenciado en Periodismo  Máster en Periodismo.  Responsable de comunicación  Presidente de la Real Federación Española de Caza;53;0
164;López Tagliafico, Candela;M;Diputada;Barcelona;CeC;/Date(1706572800000)/;/Date(1706572800000)/;;Plurinacional SUMAR;/Date(1706572800000)/;;Madre de un niño de un año. Residente en Castelldefels.  Diplomada en Gestión Administración Pública.  Licenciada en Relaciones Laborales.  Concejal desde 2011 en el Ayuntamiento de Castelldefels. Alcaldesa 2015-2017.  Coordinadora de los Comunes  Vicepresidenta de la Diputación de Barcelona 2023.;98;0
165;López Zamora, Cristina;M;Diputada;Ciudad Real;PSOE;/Date(1702339200000)/;/Date(1702339200000)/;;Socialista;/Date(1702339200000)/;;"Nacida en Ciudad Real, natural de Corral de Catalatrava. 
Administrativo contable.  Estudios de Grado de Administración y Dirección de Empresas.  Portavoz del PSOE Provincial de Ciudad Real";343;0
166;Lorente Anaya, Macarena;M;;Cádiz;PP;/Date(1692226800000)/;/Date(1690930800000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciada en Derecho Universidad Complutense.   Máster en Práctica Jurídica.   Abogada de fundación socio labor Andalucía.   Abogada con despacho propio.   2019-2023 Concejal del Ayuntamiento de Rota (Cádiz).   2023-2027 Concejal del Ayuntamiento de Rota (Cádiz). ;212;0
167;Lorenzo Cazorla, Juan Antonio;H;;Almería;PSOE;/Date(1701129600000)/;/Date(1701129600000)/;;Socialista;/Date(1701129600000)/;;"Casado. Tres hijos. 
Arquitecto técnico (Universidad de Sevilla).  
Alcalde del Ayuntamiento de Serón (Almería) (1999-2022).
Diputado provincial (Almería) (2015-2022).
Parlamentario andaluz (2022-2023).";124;0
168;Losada Fernández, José;H;;Sevilla;PSOE;/Date(1701129600000)/;/Date(1701129600000)/;;Socialista;/Date(1701129600000)/;;Casado, con dos hijas.  Diplomado en Magisterio.  Maestro Funcionario de Carrera, en el IES Cañada Rosal (Sevilla)  Alcalde de Cañada Rosal desde 1997 a 2016.  Diputado provincial de Sevilla, Presidente de la Mancomunidad de Écija, Secretario del Grupo de Desarrollo Local Campiña Alcores.;55;0
169;Macías Gata, Alfonso Carlos;H;;Badajoz;PP;/Date(1692226800000)/;/Date(1691967600000)/;;Popular en el Congreso;/Date(1692313200000)/;;"Casado.  Licenciado en Ciencias Económicas y Empresariales. UEX. Diplomado en Ciencias Empresariales UEX. Máster universitario en Economía, Gestión y Comercio Internacional UEX. Máster en Tributación y Asesoría Fiscal. CEF Madrid. 
Alcalde de Barcarrota (2003-2007; 2011-2023). Vicesecretario de Transparencia y Tesorero PP Badajoz desde 2021";6;0
170;Madrenas i Mir, Marta;M;;Girona;JxCat;/Date(1692226800000)/;/Date(1691622000000)/;;Junts per Catalunya;/Date(1693177200000)/;;Madre de una hija y un hijo.   Licenciada en Derecho por la UAB.   Abogada, API y docente universitaria.   Presidenta del COAPI entre 2003 y 2010.   Vocal consultora Cámara de Comercio entre 2009 y 2011.   Empresaria inmobiliaria desde 1994.   Alcaldesa de Girona desde 2016 hasta 2023.   Diputada del Parlament de Catalunya desde 2018. ;125;0
171;Madrid Olmo, Bartolomé;H;;Córdoba;PP;/Date(1692226800000)/;/Date(1691708400000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado. Dos hijos.  Licenciado en Medicina y Cirugía (Universidad de Córdoba).  Alcalde de Añora (Córdoba) desde 1999. Parlamentario Andaluz (2008-2012);7;0
172;Maldonado López, Adriana;M;;Navarra;PSOE;/Date(1692226800000)/;/Date(1691103600000)/;;Socialista;/Date(1693177200000)/;;Licenciada en LADE Internacional (UPNA).   Máster en Economía Internacional (Universidad Autónoma de Madrid).   Máster Unión Europea, Instituto Europeo.   KPMG - España, consultora.   Real Instituto Elcano, analista.   Parlamento Europeo. ;257;0
173;Marcos Ortega, Milagros;M;;Palencia;PP;/Date(1692226800000)/;/Date(1692140400000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casada. Dos hijos.  Licenciada en Filosofía y Letras. Universidad de Valladolid.  Funcionaria del Cuerpo Facultativo Superior de la Junta de Castilla y León.  Actividad Profesional:  Diputación de Palencia. Centro Coordinador B.  Ayuntamiento de Valladolid. Fundación de Cultura.  Universidad de Valladolid.  Junta de Castilla y León: Consejerías de Cultura, de Medio Ambiente, de Sanidad, de Consejería de Familia e Igualdad de Oportunidades y de Agricultura.  Portavoz del Gobierno de Castilla y León.  Directora General de Planificación Sanitaria y Sociosanitaria.  Gerente de Servicios Sociales.  Consejera de Familia e Igualdad.  Consejera de Agricultura.  Procuradora Cortes Castilla y León.  Coordinación PP CyL con Junta CyL y Grupo Popular Cortes CyL.;340;0
174;Marí Bosó, José Vicente;H;;Illes Balears;PP;/Date(1692226800000)/;/Date(1691535600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado, tres hijos.  Licenciado en Derecho.  Auditor de Cuentas.  Actividad profesional como abogado y auditor de cuentas.  Director General Tesoro 2011-2015 Govern Balear.  Consejero Hacienda Govern Balear 2013-2015.  Senador XIV Legislatura;264;0
175;Mariscal Anaya, Guillermo;H;;Las Palmas;PP;/Date(1692226800000)/;/Date(1691622000000)/;;Popular en el Congreso;/Date(1692313200000)/;;"Dos hijos.  Licenciado en Derecho. Universidad de Las Palmas de Gran Canaria.  Abogado. 
Programa de Dirección General (PDG) del IESE:";357;0
176;Mariscal Zabala, Manuel;H;;Toledo;VOX;/Date(1692226800000)/;/Date(1691708400000)/;;Vox;/Date(1692313200000)/;;Graduado en Periodismo y Máster en Estudios Avanzados en Comunicación Política por la Universidad Complutense de Madrid.  Vicesecretario de Comunicación de VOX;106;0
177;Marqués Atés, Amador;H;;Lleida;PSC;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693177200000)/;;Licenciado en Periodismo (UAB)  Estudios en Filosofía (UNED)  Alcalde de Bossost (2015-2023)  Diputado provincial (2019-2012)   Consejero del Conselh Generau d¿Aran Apasionado de la cultura, el pensamiento y la montaña;272;0
178;Martín Blanco, Nacho;H;;Barcelona;PP;/Date(1692226800000)/;/Date(1691449200000)/;;Popular en el Congreso;/Date(1692313200000)/;;Casado y con tres hijos.  Licenciado en Periodismo y en Ciencias Políticas y de la Administración. Ha colaborado en diversos medios de comunicación tanto escritos como audiovisuales.  Profesor de Gobierno Local y Políticas Públicas en la Universidad Abat Oliba CEU de Barcelona.  Diputado del Parlamento de Cataluña (2017-2023);375;0
179;Martín García, Pedro Samuel;H;;Salamanca;PP;/Date(1692226800000)/;/Date(1691449200000)/;;Popular en el Congreso;/Date(1692313200000)/;;Estudios en Psicología.   Curso Superior Universitario de Mediación Familiar, Civil y Mercantil.  Funcionario de la Administración General del Estado jubilado.   Alcalde desde 2009 hasta la actualidad de Carbajosa de la Sagrada, Salamanca.   Concejal en dicho ayuntamiento desde mayo 2007 hasta septiembre 2009.  Patrono y secretario de Proyecto Hombre Salamanca-Fundación Alcándara. Presidente de la Asociación Via Férrea de Planta (VIFEPLA).;86;0
180;Martín Martínez, Andreu;H;;Tarragona;PSC;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693522800000)/;;Casado y padre de dos hijos.  licenciado en Ciencias físicas por la UAB.  Diploma de Estudios Avanzados por la URV.  Postgrado en Gobernanza Local por la UAB.  Regidor del Ayuntamiento de Reus de 2011 a 2012.  Consejero del Consell Comarcal del Baix Camp de 2015 a 2019.  Diputado de la Diputación Provincial de Tarragona de 2019 a 2023;338;0
181;Martín Rodríguez, Margarita;M;;Ourense;PSOE;/Date(1692226800000)/;/Date(1691449200000)/;;Socialista;/Date(1693177200000)/;;"Casada, dos hijas.
Licenciada en Psicología por la Universidad de Santiago de Compostela.
Postgrado en Mediación Familiar por la Universidad de Vigo.
Concejala en el ayuntamiento de Ourense 2003-2007.
Concejala de Bienestar y Salud 2007-2011 del ayuntamiento de Ourense.
Primera Teniente de alcalde y concejala de Bienestar y Salud 2012-2015 del Ayuntamiento de Ourense.
Secretaria de Política Social de la Comisión Ejecutiva Nacional Gallega del PSdG-PSOE.
Funcionaria de carrera del cuerpo facultativo superior de servicios sociales, especialidad psicología, de la
Administración especial de la Comunidad Autónoma de Galicia.
Coordinadora Técnica del Equipo de Valoración de la Dependencia de Ourense de la Consejería de Política Social de la Xunta de Galicia.
Ex vocal del Consejo de Gobierno de la Red Española de Ciudades Saludables, FEMP.";364;0
182;Martín Urriza, Carlos;H;;Madrid;SUMAR;/Date(1692226800000)/;/Date(1691622000000)/;;Plurinacional SUMAR;/Date(1693177200000)/;;Director del Gabinete Económico de la CS de Comisiones Obreras de 2014 a 2023.   Consejero del Consejo Económico y Social de España de 2021 a 2023.   Profesor Asociado de la Universidad de Alcalá de 2018 a 2023.  Miembro de la Comisión Asesora para el Análisis del SMI de 2021 a 2023.  Consejero del Consejo del INSS de 2014 a 2023.   Consejero del Consejo Superior de Estadística de 1996 a 2021.   Miembro del Comité Asesor Europeo sobre Información Estadística en la Esfera Económica y Social (CEIES) .   Consejero del Consejo de Administración del Euro Found de 1999 a 2000.   Miembro de la extinta Junta superior de precios de 1994 a 1996.   Doctor en economía por la Universidad Complutense de Madrid.   Estudios de posgrado en la Escuela de Administración Pública del Instituto Tecnológico de Estudios Superiores de Monterrey, México.   Licenciado en Ciencias Económicas y empresariales por la UCM. ;119;0
183;Martínez Barbero, Verónica;M;;Pontevedra;SUMAR;/Date(1692226800000)/;/Date(1692140400000)/;;Plurinacional SUMAR;/Date(1693177200000)/;;Licenciada en Derecho, Universidad de Oviedo.   Graduada en Administración de empresas UDIMA.   Inspectora de Trabajo y Seguridad Social en excedencia.   Presidenta del Consello Galego de Relacións Laborais, 2017-2020.   Directora General de Trabajo, Ministerio de Trabajo y Economía Social, 2020-2023. ;163;0
184;Martínez Gómez, Antonio;H;;Albacete;PP;/Date(1692226800000)/;/Date(1691103600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciado en Derecho.  Hostelero.  Alcalde de Mahora (2003-actualidad).  Diputado Provincial (2003-2011) (2019-2023).  Diputado Regional Cortes Castilla-La Mancha (2011-2019);77;0
185;Martínez Hierro, Lander;H;;Bizkaia;SUMAR;/Date(1692226800000)/;/Date(1691017200000)/;;Plurinacional SUMAR;/Date(1693177200000)/;;Residente en Bilbao.  Ingeniero informático y máster en comunicación y marketing político.   Ha desempeñado labores de ingeniería y como consultor político.   2016 a 2020, parlamentario y portavoz de Podemos en el Parlamento Vasco.   2017 a 2020.   Secretario General de Podemos Euskadi. ;104;0
186;Martínez Labella, Ana;M;;Almería;PP;/Date(1692226800000)/;/Date(1691535600000)/;;Popular en el Congreso;/Date(1692313200000)/;;Licenciada en Ciencias de la Información - Periodismo por la Universidad Complutense de Madrid.  Primer teniente de Alcalde y Concejal de Presidencia y Proyectos Europeos del Ayuntamiento de Almería.;179;0
187;Martínez Ramírez, Carmen;M;;València;PSOE;/Date(1692226800000)/;/Date(1691622000000)/;;Socialista;/Date(1693177200000)/;;Licenciada en Medicina y Cirugía en la Universidad de Valencia. Especialidad en Medicina de Familia y Salud Comunitaria.  Alcaldesa de Quart de Poblet, Valencia (1999-2023). Diputada provincial Valencia (2003-2011). Diputada en las Corts Valencianes (2011-2023). Secretaria y Vicepresidenta de las Cort (2011-2019). Secretaria de Sanidad y Salud Mental en la Comisión Ejecutiva Nacional Comunidad Valenciana.;160;0
188;Martínez Salmerón, Joaquín;H;;Murcia;PSOE;/Date(1692226800000)/;/Date(1691535600000)/;;Socialista;/Date(1693177200000)/;;Licenciado en Derecho. Máster en Economía Bancaria. Abogado;258;0
189;Martínez Seijo, María Luz;M;;Palencia;PSOE;/Date(1692226800000)/;/Date(1691017200000)/;;Socialista;/Date(1693177200000)/;;"Licenciada en Filología Inglesa y Doctora en Planificación e Innovación Educativa. 
Habla con fluidez inglés y francés y entiende alemán.
Profesora funcionaria de Inglés de Educación Secundaria.
Ha sido Directora de un Centro de Formación del Profesorado.
Ex becaria Fulbright en Estados Unidos por el Departamento de Estado.
Procuradora de las Cortes de Castilla y León en la VII Legislatura y Portavoz de Educación.
Secretaria Federal de Educación y Universidades del PSOE.";126;0
190;Matute García de Jalón, Oskar;H;;Bizkaia;EH Bildu;/Date(1692226800000)/;/Date(1691967600000)/;;Euskal Herria Bildu;/Date(1692313200000)/;;"Cursa estudios en empresariales. Ha desempeñado tareas de Portavoz Nacional de Alternativa y Coportavoz nacional de EHBILDU. 
En la actualidad diputado por EHBILDU en el Congreso de los Diputados. Miembro de EHBILDU desde su fundación y ex-parlamentario vasco por esa misma formación.";82;0
191;Mayoral de Lamo, Alberto;H;;Córdoba;PSOE;/Date(1702339200000)/;/Date(1702339200000)/;;Socialista;/Date(1702339200000)/;;Grado en Derecho;110;0
192;Mayoral Pérez, Jesús;H;;Toledo;PSOE;/Date(1702944000000)/;/Date(1702944000000)/;;Socialista;/Date(1702944000000)/;;Arquitectura técnica.  Ingeniero de la Edificación  Alcalde de Casarrubios del Monte 2015-2023 ;362;0
193;Mejías Sánchez, Carina;M;;Barcelona;VOX;/Date(1692226800000)/;/Date(1692140400000)/;;Vox;/Date(1692313200000)/;;Licenciada en Derecho por la Universidad de Barcelona.  Abogado colegiado 35.570. Procurador de los tribunales. Colegiado 390.  Diputado en el Parlament de Cataluña y Concejal en Barcelona.;31;0
